name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
new york,2022-10-28,13.5,7.4,10.5,13.5,4.6,9.8,0.9,51.7,0,0,0,,0,0,42.5,20,39,1032.1,16.4,16,126.5,10.9,5,10,2022-10-28T07:21:45,2022-10-28T17:57:18,0.11,Clear,Clear conditions throughout the day.,clear-day,"D9152,72505394728,KLGA,KNYC,72503014732"
new york,2022-10-29,14.2,6.4,10.5,14.2,5,9.8,2.7,59.4,0,0,0,,0,0,24.1,13.4,36.5,1030.9,9.6,16,159,13.6,6,10,2022-10-29T07:22:54,2022-10-29T17:56:00,0.15,Clear,Clear conditions throughout the day.,clear-day,"D9152,72505394728,KLGA,KNYC,72503014732"
new york,2022-10-30,17,7.1,11.9,17,7.1,11.9,2.9,57.2,0,0,0,,0,0,13.3,8,21.6,1023.9,13.2,16,151.9,13.1,6,10,2022-10-30T07:24:04,2022-10-30T17:54:44,0.19,Clear,Clear conditions throughout the day.,clear-day,"D9152,72505394728,KLGA,KNYC,72503014732"
new york,2022-10-31,18,11.3,14.6,18,11.3,14.6,9.9,74,0.27,100,4.17,rain,0,0,21.6,18.4,219.7,1017.8,61.8,15.6,104.4,9.2,4,10,2022-10-31T07:25:13,2022-10-31T17:53:30,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"D9152,72505394728,KLGA,KNYC,72503014732"
new york,2022-11-01,19.4,15,16.9,19.4,15,16.9,13.7,82.1,4.043,100,20.83,rain,0,0,25.2,13.3,277.1,1016.2,77.6,11.7,70.6,6,4,10,2022-11-01T07:26:23,2022-11-01T17:52:17,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D9152,72505394728,KLGA,KNYC,72503014732"
new york,2022-11-02,20.9,13.5,16.7,20.9,13.5,16.7,8.3,59.5,0,0,0,,0,0,36,15.5,1.3,1024.4,7.7,16,147.9,12.7,6,10,2022-11-02T07:27:34,2022-11-02T17:51:05,0.29,Clear,Clear conditions throughout the day.,clear-day,"D9152,72505394728,KLGA,KNYC,72503014732"
new york,2022-11-03,19.4,11.4,14.9,19.4,11.4,14.9,7.7,63.9,0,0,0,,0,0,15.8,9.5,129,1028.4,5.3,15.9,145.6,12.6,6,10,2022-11-03T07:28:44,2022-11-03T17:49:54,0.33,Clear,Clear conditions throughout the day.,clear-day,"D9152,72505394728,KLGA,KNYC,F1417,72503014732"
new york,2022-11-04,21.3,11.6,15.9,21.3,11.6,15.9,12.2,79.4,0,0,0,rain,0,0,27,13.7,115.6,1027.3,25.9,13,136,11.9,6,10,2022-11-04T07:29:55,2022-11-04T17:48:46,0.36,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,F1417,72503014732"
new york,2022-11-05,23.9,18,20.1,23.9,18,20.1,15.4,74.9,0,0,0,rain,0,0,45,16.4,179.4,1023.5,60,16,112.3,9.7,5,10,2022-11-05T07:31:06,2022-11-05T17:47:38,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,F1417,72503014732"
new york,2022-11-06,23.2,18.7,20.7,23.2,18.7,20.7,16.3,76.1,0.08,100,4.17,rain,0,0,40,14.8,173.1,1022.4,74.3,16,56.6,5.1,3,10,2022-11-06T06:32:17,2022-11-06T16:46:33,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,KLGA,KNYC,F1417,72503014732"
new york,2022-11-07,24.5,14,21.2,24.5,14,21.2,7.9,49.4,0.134,100,4.17,rain,0,0,44.6,17.4,280,1022.1,30,16,139.9,12.2,6,10,2022-11-07T06:33:28,2022-11-07T16:45:28,0.47,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"72505394728,KLGA,KNYC,F1417,72503014732"
new york,2022-11-08,14,8.6,11.2,14,6.2,10.7,-4.1,35.2,0,0,0,,0,0,48.4,19.8,8.4,1033.2,8.7,16,141,12.2,6,10,2022-11-08T06:34:39,2022-11-08T16:44:26,0.5,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,F1417,72503014732"
new york,2022-11-09,11.7,4.5,8.4,11.7,1.8,7.1,-1.9,49.3,0,0,0,,0,0,33.5,21.8,37.8,1036.3,6.2,16,136.7,11.6,6,10,2022-11-09T06:35:50,2022-11-09T16:43:25,0.54,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,F1417,72503014732"
new york,2022-11-10,19,9,13.6,19,8.3,13.5,7.5,67,0,0,0,,0,0,26.3,12.1,239,1027.7,9.2,16,130.4,11.3,5,10,2022-11-10T06:37:01,2022-11-10T16:42:26,0.57,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,F1417,72503014732"
new york,2022-11-11,20,14.8,17.5,20,14.8,17.5,15.3,87,22.652,100,41.67,rain,0,0,60.8,22.3,138.5,1014.5,96.1,11.4,28.5,2.5,2,10,2022-11-11T06:38:12,2022-11-11T16:41:29,0.6,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
new york,2022-11-12,20.2,16.3,19.1,20.2,16.3,19.1,13.2,70.3,1.862,100,16.67,rain,0,0,58,21.1,258,1002.6,75.3,14.7,105.4,9,6,10,2022-11-12T06:39:23,2022-11-12T16:40:33,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,KLGA,KNYC,F1417,72503014732"
new york,2022-11-13,15.9,5.9,10.4,15.9,3.4,9.4,3.6,64,0.862,100,12.5,rain,0,0,51.3,29.5,317.6,1011.9,79.2,15.9,69.4,6,5,10,2022-11-13T06:40:34,2022-11-13T16:39:39,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,KLGA,KNYC,F1417,72503014732"
new york,2022-11-14,7,3.5,5,5,-2.3,2.1,-4.8,49.5,0,0,0,,0,0,47.9,37.1,311.3,1025.8,12.1,16,129.2,11,6,10,2022-11-14T06:41:45,2022-11-14T16:38:47,0.7,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,F1417,72503014732"
new york,2022-11-15,7.9,2.4,4.7,5.5,-0.4,2.1,-2.7,59.5,10.346,100,20.83,rain,0,0,46.8,23.4,45,1028.6,69.3,14.8,50.3,4.3,3,10,2022-11-15T06:42:56,2022-11-15T16:37:57,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KLGA,KNYC,F1417,72503014732"
new york,2022-11-16,10,4.5,7,7.6,0.5,4,2.3,73.7,9.6,100,37.5,rain,0,0,55.1,25.4,314.5,1013.2,85.3,12.4,91.5,7.9,5,10,2022-11-16T06:44:07,2022-11-16T16:37:09,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,KLGA,KNYC,F1417,72503014732"
new york,2022-11-17,7.5,3.5,4.8,4.5,-0.5,1.5,-4.4,51.9,0,0,0,,0,0,43.9,21.9,264.8,1014,61.5,16,114.1,9.8,6,10,2022-11-17T06:45:17,2022-11-17T16:36:23,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,F1417,72503014732"
new york,2022-11-18,6.3,1.6,3.9,3.9,-2.9,0.6,-6.3,48.6,0,0,0,,0,0,50.8,29.5,256.4,1019,27.9,16,114.2,9.8,5,10,2022-11-18T06:46:27,2022-11-18T16:35:39,0.83,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,F1417,72503014732"
new york,2022-11-19,4.4,0.2,2.3,3.7,-4.1,-0.8,-8.7,44.3,0,0,0,,0,0,47.9,18.7,257.6,1021.3,6.3,16,116.4,10,5,10,2022-11-19T06:47:37,2022-11-19T16:34:56,0.86,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,F1417,72503014732"
new york,2022-11-20,3.7,-1,1.4,1.3,-5.8,-3.1,-12.1,36.5,0,0,0,,0,0,50.5,29.4,280.2,1019.9,18.8,16,121.3,10.5,5,10,2022-11-20T06:48:46,2022-11-20T16:34:16,0.9,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,F1417,72503014732"
new york,2022-11-21,5,-2.4,1.6,2,-6.2,-1.9,-11.2,39.1,0,0,0,,0,0,46.4,24.1,232.2,1028.4,6,15.9,113.5,9.8,5,10,2022-11-21T06:49:55,2022-11-21T16:33:38,0.93,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,F1417,72503014732"
new york,2022-11-22,10.7,3.4,6.9,10.7,0.1,4.9,-5.8,40.9,0,0,0,,0,0,37.1,18.1,248.7,1025.6,5.7,16,115.4,9.9,5,10,2022-11-22T06:51:03,2022-11-22T16:33:02,0.96,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,F1417,72503014732"
new york,2022-11-23,12.9,6.4,9.1,12.9,4.5,8.3,-4.9,37.1,0,0,0,,0,0,33.5,16.3,317.3,1023.2,0.9,16,112.7,9.7,5,10,2022-11-23T06:52:11,2022-11-23T16:32:28,0,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,F1417,72503014732"
new york,2022-11-24,11.7,4.5,8.2,11.7,2.6,7.2,0.4,58.4,0,0,0,,0,0,29.5,10.8,104.7,1027.2,10.8,16,107.5,9.2,5,10,2022-11-24T06:53:19,2022-11-24T16:31:56,0.03,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,F1417,72503014732"
new york,2022-11-25,12.9,8.3,9.9,12.9,4.7,8.3,3.5,65.7,0.44,100,8.33,rain,0,0,48.8,26.3,265.4,1013.4,67.5,14.5,31,2.6,2,10,2022-11-25T06:54:26,2022-11-25T16:31:26,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
new york,2022-11-26,13.5,6.3,9.6,13.5,3.2,8.2,-3.4,40.4,0,0,0,,0,0,51.8,22.5,291.5,1015.5,26.8,16,114.8,9.8,5,10,2022-11-26T06:55:32,2022-11-26T16:30:59,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,F1417,72503014732"
new york,2022-11-27,15.2,9.4,11.4,15.2,7.9,11.1,4,63.8,17.18,100,29.17,rain,0,0,50,35.3,222.1,1006,54.4,13.2,19.8,1.5,1,10,2022-11-27T06:56:37,2022-11-27T16:30:33,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
new york,2022-11-28,13,5.8,10.2,13,3.4,9.3,3.1,61.8,0,0,0,,0,0,53.5,24.2,292.7,1006,32.8,16,72,6,4,10,2022-11-28T06:57:42,2022-11-28T16:30:10,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,F1417,72503014732"
new york,2022-11-29,6.2,2.5,4.6,6,0.7,3.4,-2.5,60,0,0,0,,0,0,25.9,13,17.6,1024,49.2,16,48.8,4,2,10,2022-11-29T06:58:45,2022-11-29T16:29:49,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,F1417,72503014732"
new york,2022-11-30,14.4,4.8,9.5,14.4,1.9,8.7,4.8,73.7,10.084,100,29.17,rain,0,0,71.2,42.5,213.8,1013.6,81.6,13.7,7.5,0.7,0,10,2022-11-30T06:59:48,2022-11-30T16:29:31,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
new york,2022-12-01,5.9,2.4,4.1,2.2,-2.9,0.2,-7.6,42.6,0,0,0,,0,0,53.6,40.7,286.2,1022.9,29.7,15.8,78.5,6.6,4,10,2022-12-01T07:00:50,2022-12-01T16:29:14,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,F1417,72503014732"
new york,2022-12-02,7.5,0.3,3.8,6.1,-2.5,2.1,-5.4,51.2,0,0,0,,0,0,35.3,14.6,235.5,1032.4,10.3,16,104.9,9,5,10,2022-12-02T07:01:51,2022-12-02T16:29:00,0.31,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,F1417,72503014732"
new york,2022-12-03,14.4,8,11.5,14.4,5.6,11.1,6.9,74,11.882,100,33.33,rain,0,0,51.5,26.7,227.4,1020,78.3,13.8,7.5,0.7,0,10,2022-12-03T07:02:51,2022-12-03T16:28:48,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
new york,2022-12-04,7.4,4,5.5,7.2,0.1,3.1,-5.9,43.8,0,0,0,,0,0,50,25.9,307,1021.9,14.2,16,105.3,9,5,10,2022-12-04T07:03:49,2022-12-04T16:28:39,0.38,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,F1417,72503014732"
new york,2022-12-05,8.7,2.4,5.4,7.9,0.8,4.3,-5,49,0,0,0,,0,0,17.6,13.3,184.6,1024.6,11.3,16,94.3,8.2,5,10,2022-12-05T07:04:47,2022-12-05T16:28:31,0.41,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,F1417,72503014732"
new york,2022-12-06,14.2,5.5,10.7,14.2,3.7,10.3,7.9,82.9,18.496,100,45.83,rain,0,0,47.9,25.9,128.9,1025.6,88.7,10.9,14.8,1.2,1,10,2022-12-06T07:05:43,2022-12-06T16:28:26,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
new york,2022-12-07,14.7,13,13.9,14.7,13,13.9,12.6,91.8,11.217,100,37.5,rain,0,0,46,18.7,208.9,1020.8,94.2,7.7,15.5,1.3,1,10,2022-12-07T07:06:38,2022-12-07T16:28:24,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
new york,2022-12-08,12.5,6.3,10.2,12.5,4,9.4,3.3,63.1,0,0,0,,0,0,37.1,25.9,328,1022.4,24.6,16,61.9,5.4,3,10,2022-12-08T07:07:32,2022-12-08T16:28:23,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,F1417,72503014732"
new york,2022-12-09,7.2,2.2,4.2,5,-1.9,1.3,-5.2,51.4,0,0,0,,0,0,35.3,18.9,11.3,1025.1,2.7,16,101.7,8.8,5,10,2022-12-09T07:08:24,2022-12-09T16:28:25,0.55,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,F1417,72503014732"
new york,2022-12-10,3.9,-0.2,2.3,1.7,-4.7,-1.1,-6,55,0,0,0,,0,0,33.5,18.7,51.2,1027.9,39.9,16,85.6,7.4,5,10,2022-12-10T07:09:15,2022-12-10T16:28:30,0.58,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,F1417,72503014732"
new york,2022-12-11,4.4,0.8,3,1.2,-3.1,-0.7,-0.3,79.4,7.368,100,37.5,"rain,snow",0.1,0,33.5,22.2,55.9,1023,99.8,12.7,11.8,1,1,10,2022-12-11T07:10:04,2022-12-11T16:28:36,0.62,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
new york,2022-12-12,3.4,-1.4,0.9,0.2,-5.3,-2.8,-3.2,75,0.52,100,8.33,snow,1.3,0.1,37.1,16.9,5.6,1021.3,70.3,14.4,62.3,5.4,4,10,2022-12-12T07:10:52,2022-12-12T16:28:45,0.65,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
new york,2022-12-13,4.5,-3.6,-0.1,4.5,-7.5,-3,-7.8,57.3,0,0,0,,0,0,31.7,18.4,323.8,1024.3,3,16,101.6,8.8,5,10,2022-12-13T07:11:38,2022-12-13T16:28:56,0.68,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
new york,2022-12-14,3.6,-0.5,1.2,1.7,-5.4,-2.7,-8,50.9,0,0,0,,0,0,38.9,24.1,326.2,1020.6,14,16,97,8.3,5,10,2022-12-14T07:12:22,2022-12-14T16:29:10,0.71,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
new york,2022-12-15,5.8,0.7,3.3,2.8,-3.2,-0.3,-0.8,74.8,12.674,100,37.5,rain,0,0,50,24.5,57.3,1020.8,68.6,14.1,12.7,1,1,10,2022-12-15T07:13:05,2022-12-15T16:29:25,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KLGA,F8726,KNYC,72503014732"
new york,2022-12-16,6.8,3.5,5.5,3.8,-0.9,1.6,3.9,89.6,20.424,100,95.83,rain,0,0,55.4,30.9,37.5,1004.3,100,8.2,18.9,1.8,1,10,2022-12-16T07:13:46,2022-12-16T16:29:43,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
new york,2022-12-17,6.7,3,4.7,3.2,-1,1.1,-2.8,59.9,0,0,0,,0,0,46.4,27.7,276.8,1006.5,71.7,16,64.5,5.5,4,10,2022-12-17T07:14:25,2022-12-17T16:30:03,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
new york,2022-12-18,4.4,0.8,2.4,0.9,-4.8,-1.4,-6.4,52.7,0,0,0,,0,0,44.6,25.9,277.5,1013.2,39.9,16,86.2,7.5,4,10,2022-12-18T07:15:02,2022-12-18T16:30:26,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
new york,2022-12-19,3.4,-0.5,1.2,-0.7,-6.4,-3.2,-7.2,53.8,0,0,0,,0,0,46.4,24.1,280.3,1022.5,27.2,16,90.7,7.9,5,10,2022-12-19T07:15:38,2022-12-19T16:30:50,0.88,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
new york,2022-12-20,4,-0.5,1.4,1.5,-4.4,-2.2,-7.3,53,0,0,0,,0,0,37.1,17,317.8,1028.7,9.9,16,101.5,8.7,5,10,2022-12-20T07:16:11,2022-12-20T16:31:17,0.91,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
new york,2022-12-21,4.4,-2,1.1,4.4,-5.4,0.1,-6.5,57.8,0,0,0,,0,0,16.6,11.2,348.5,1031.8,15.2,16,96.7,8.3,4,10,2022-12-21T07:16:43,2022-12-21T16:31:45,0.94,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
new york,2022-12-22,7.4,1.6,4.6,4.3,-1.4,1.6,0.9,78,5.353,100,41.67,rain,0,0,44.9,30.1,59,1024.8,74.1,14.1,17.4,1.5,1,10,2022-12-22T07:17:12,2022-12-22T16:32:16,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
new york,2022-12-23,14,-12.8,3.3,14,-22.3,-1,-0.9,75.2,27.998,100,50,"rain,snow",0.3,0,71.8,46.4,222.5,993,89.6,11.8,18.3,1.8,1,10,2022-12-23T07:17:40,2022-12-23T16:32:49,0,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
new york,2022-12-24,-9.3,-13.8,-11.6,-15.8,-26,-20.2,-21.2,44.8,0,0,0,,0,0,53.6,40.7,257.1,1008.8,22.8,16,88.2,7.6,4,10,2022-12-24T07:18:05,2022-12-24T16:33:24,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
new york,2022-12-25,-2.6,-9.8,-6.2,-7.1,-18.9,-12.5,-15.5,48,0,0,0,,0,0,46.4,27.7,251.5,1013.3,10.1,16,99.1,8.6,5,10,2022-12-25T07:18:29,2022-12-25T16:34:01,0.08,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
new york,2022-12-26,-1.7,-7.5,-4.3,-5.1,-14.9,-9.6,-14.2,46.4,0,0,0,,0,0,44.6,29.5,271.4,1022.3,26,16,96,8.3,5,10,2022-12-26T07:18:50,2022-12-26T16:34:39,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
new york,2022-12-27,1.4,-1.7,-0.2,1.1,-6.8,-3.7,-10.6,45.4,0,0,0,,0,0,31.7,16.8,265.2,1024.9,98.1,16,61.5,5.2,4,10,2022-12-27T07:19:09,2022-12-27T16:35:20,0.15,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
new york,2022-12-28,8.3,1,4.5,7.4,-2.4,2.5,-6,47.2,0,0,0,,0,0,35.3,18.4,228.5,1025.9,34.7,16,95.9,8.3,5,10,2022-12-28T07:19:26,2022-12-28T16:36:02,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
new york,2022-12-29,10,4.6,7.4,9.2,2,5.4,-3.6,45.8,0,0,0,,0,0,31.7,15.1,230.2,1025.6,18.4,16,84.7,7.3,4,10,2022-12-29T07:19:41,2022-12-29T16:36:47,0.25,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
new york,2022-12-30,16.1,8.1,10.8,16.1,6.8,10.4,0.4,49.5,0,0,0,,0,0,20.5,10.8,228.9,1024.4,22.1,15.3,95.3,8.4,4,10,2022-12-30T07:19:53,2022-12-30T16:37:33,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
new york,2022-12-31,12.7,9.3,10.5,12.7,8.5,10.4,8.6,88.1,6.941,100,41.67,rain,0,0,18.4,9.8,31.9,1015.6,91.5,7.3,14.1,1.1,1,10,2022-12-31T07:20:03,2022-12-31T16:38:20,0.28,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
